split,f1_score,roc_auc,auprc
168,0.42857142857142855,0.9610169491525424,0.7512301587301586
169,0.46153846153846156,0.9966101694915255,0.9809090909090908
170,0.625,0.988135593220339,0.9272546897546897
171,0.5714285714285714,0.9779661016949153,0.8772069597069596
172,0.625,0.9864406779661017,0.9105880230880231
173,0.6666666666666666,0.9966101694915255,0.9809090909090908
174,0.3076923076923077,0.9711864406779661,0.8117704517704517
175,0.6666666666666666,0.9677966101694915,0.8067704517704517
176,0.5882352941176471,0.9576271186440678,0.7384415584415583
177,0.46153846153846156,0.976271186440678,0.8763888888888888
178,0.5882352941176471,0.9694915254237289,0.8278418803418803
179,0.42857142857142855,0.9847457627118644,0.8905880230880231
180,0.3076923076923077,0.9610169491525424,0.7627913752913752
181,0.5882352941176471,0.9711864406779661,0.8248656898656899
182,0.625,0.9745762711864407,0.8004151404151404
183,0.42857142857142855,0.9593220338983052,0.7411796536796537
184,0.625,0.983050847457627,0.8979292929292929
185,0.625,0.9728813559322034,0.8367704517704517
186,0.5555555555555556,0.9542372881355933,0.7116558441558442
187,0.5263157894736842,0.947457627118644,0.707221797810033
188,0.5882352941176471,0.9677966101694915,0.7865323565323564
189,0.5555555555555556,0.9474576271186441,0.6836507936507936
190,0.47058823529411764,0.9440677966101695,0.6541103259485612
191,0.7272727272727273,0.9559322033898305,0.7558225108225107
192,0.64,0.9372881355932203,0.6421607997265891
193,0.5882352941176471,0.9677966101694915,0.8133866133866133
194,0.6666666666666666,0.9288135593220339,0.5890445665445665
195,0.631578947368421,0.9440677966101696,0.6491125541125541
196,0.5,0.9627118644067797,0.7319336219336219
197,0.5,0.9576271186440678,0.6712193362193362
198,0.46153846153846156,0.9966101694915255,0.9809090909090908
199,0.625,0.9847457627118644,0.9016991341991342
200,0.7272727272727273,0.9457627118644067,0.6772871572871573
201,0.5882352941176471,0.964406779661017,0.7381990231990231
202,0.5333333333333333,0.9728813559322034,0.7897008547008546
203,0.5714285714285714,0.9898305084745763,0.951923076923077
204,0.5882352941176471,0.9661016949152542,0.820108225108225
205,0.5882352941176471,0.9627118644067796,0.7215323565323565
206,0.5882352941176471,0.9762711864406779,0.8625396825396824
207,0.6956521739130435,0.9355932203389831,0.6229467672850025
208,0.5882352941176471,0.9745762711864407,0.8230341880341879
209,0.631578947368421,0.9661016949152542,0.7544122544122543
210,0.47058823529411764,0.9576271186440678,0.7331593406593405
211,0.625,0.9813559322033898,0.8812626262626262
212,0.5555555555555556,0.9576271186440678,0.7344580419580419
213,0.47058823529411764,0.9491525423728814,0.671060606060606
214,0.7619047619047619,0.964406779661017,0.8117748917748917
215,0.5882352941176471,0.964406779661017,0.7381990231990231
216,0.42857142857142855,0.9728813559322034,0.7949206349206349
217,0.5333333333333333,0.9559322033898305,0.7328030303030303
218,0.5,0.9610169491525423,0.7231485181485181
219,0.7619047619047619,0.952542372881356,0.721060606060606
220,0.5555555555555556,0.9525423728813559,0.6987554112554112
221,0.6956521739130435,0.9338983050847458,0.6184426194720312
222,0.3076923076923077,0.9745762711864406,0.8046428571428571
223,0.16666666666666666,0.9593220338983052,0.7411796536796537
224,0.631578947368421,0.9355932203389831,0.5790079365079366
225,0.625,0.9813559322033899,0.8591777666777667
226,0.5882352941176471,0.964406779661017,0.7344122544122543
227,0.625,0.976271186440678,0.8101373626373626
228,0.18181818181818182,0.9983050847457627,0.9909090909090909
229,0.7,0.9661016949152542,0.81255328005328
230,0.6956521739130435,0.952542372881356,0.7301839826839827
231,0.5333333333333333,0.9864406779661017,0.9105880230880231
232,0.8181818181818182,0.9728813559322034,0.8446503496503496
233,0.6666666666666666,0.9847457627118644,0.9086435786435786
234,0.631578947368421,0.9610169491525423,0.748148518148518
235,0.5714285714285714,0.988135593220339,0.9272546897546897
236,0.8,0.9728813559322034,0.8111294261294261
237,0.6666666666666666,0.9779661016949153,0.8930555555555555
238,0.7619047619047619,0.9745762711864407,0.8613170163170162
239,0.5333333333333333,0.9813559322033899,0.8773595848595848
240,0.5882352941176471,0.9677966101694915,0.8214818514818515
241,0.5333333333333333,0.9762711864406779,0.8532539682539683
242,0.5,0.9457627118644067,0.6841119909502261
243,0.6666666666666666,0.9796610169491525,0.8847008547008547
244,0.5882352941176471,0.9694915254237287,0.7998656898656898
245,0.6666666666666666,0.9372881355932203,0.6350194168576522
246,0.5555555555555556,0.9474576271186441,0.6807792207792207
247,0.42857142857142855,0.9576271186440678,0.7543506493506493
248,0.5333333333333333,0.9677966101694915,0.7665323565323565
249,0.46153846153846156,0.9779661016949153,0.8772069597069596
250,0.46153846153846156,0.9813559322033899,0.8773595848595848
251,0.7368421052631579,0.9661016949152542,0.7439682539682538
252,0.18181818181818182,0.9694915254237289,0.8522907647907648
253,0.46153846153846156,0.9813559322033898,0.9027625152625153
254,0.6,0.9508474576271186,0.7303030303030302
255,0.5882352941176471,0.9627118644067797,0.762603785103785
256,0.5,0.9627118644067796,0.7890576090576089
257,0.18181818181818182,0.9864406779661017,0.9208444333444333
258,0.5333333333333333,0.9830508474576272,0.8973595848595848
259,0.6923076923076923,0.9406779661016949,0.6516860835243188
260,0.5714285714285714,0.9932203389830508,0.9669230769230769
261,0.625,0.9881355932203391,0.9063455988455987
262,0.3076923076923077,0.9627118644067797,0.7828463203463203
263,0.47058823529411764,0.9305084745762712,0.563248132586368
264,0.3333333333333333,0.983050847457627,0.8979292929292929
265,0.5555555555555556,0.9389830508474577,0.583984348984349
266,0.625,0.9864406779661017,0.9105880230880231
267,0.5714285714285714,0.9796610169491525,0.8980006105006104
268,0.5714285714285714,0.983050847457627,0.9170482295482295
269,0.5555555555555556,0.9694915254237287,0.8272510822510822
270,0.631578947368421,0.9694915254237287,0.8333866133866134
271,0.16666666666666666,0.9559322033898305,0.7199891774891775
272,0.5882352941176471,0.9677966101694915,0.8278860028860028
273,0.7272727272727273,0.9491525423728814,0.6599891774891775
274,0.625,0.983050847457627,0.8655880230880231
275,0.42857142857142855,0.9677966101694915,0.7665323565323565
276,0.7619047619047619,0.9610169491525423,0.7205844155844154
277,0.3333333333333333,0.9796610169491525,0.8811979686979686
278,0.625,0.9813559322033898,0.8322546897546897
