Timestamp,Run,F1_Macro,F1_Binary,AUC,AUPRC
2026-05-03 09:23:32,396,0.9417,0.9000,0.9983,0.9909
2026-05-03 09:24:24,397,0.8833,0.8000,0.9500,0.8459
2026-05-03 09:25:07,398,0.9417,0.9000,0.9967,0.9809
2026-05-03 09:26:00,399,0.8833,0.8000,0.9167,0.6816
2026-05-03 09:26:48,400,0.9417,0.9000,0.9983,0.9909
2026-05-03 09:27:41,401,0.9417,0.9000,0.9867,0.9488
2026-05-03 09:28:32,402,0.8833,0.8000,0.9800,0.9225
2026-05-03 09:29:30,403,0.8250,0.7000,0.9200,0.7632
2026-05-03 09:30:17,404,0.8833,0.8000,0.9350,0.8555
2026-05-03 09:31:07,405,1.0000,1.0000,1.0000,1.0000
2026-05-03 09:31:54,406,0.8833,0.8000,0.9317,0.8298
2026-05-03 09:32:47,407,0.9417,0.9000,0.9967,0.9833
2026-05-03 09:33:36,408,0.8833,0.8000,0.9900,0.9532
2026-05-03 09:34:24,409,0.9417,0.9000,0.9883,0.9588
2026-05-03 09:35:23,410,0.9417,0.9000,0.9617,0.9303
2026-05-03 09:36:10,411,0.8833,0.8000,0.9717,0.9008
2026-05-03 09:37:02,412,0.9417,0.9000,0.9967,0.9833
2026-05-03 09:37:54,413,0.7083,0.5000,0.8283,0.4052
2026-05-03 09:38:50,414,0.8833,0.8000,0.9817,0.9198
2026-05-03 09:39:46,415,0.8833,0.8000,0.9417,0.8642
2026-05-03 09:40:33,416,0.9417,0.9000,0.9800,0.9376
2026-05-03 09:41:24,417,0.8833,0.8000,0.9683,0.9092
2026-05-03 09:42:20,418,0.9417,0.9000,0.9967,0.9833
2026-05-03 09:43:11,419,0.8833,0.8000,0.9783,0.9219
2026-05-03 09:44:01,420,0.7667,0.6000,0.9533,0.7963
2026-05-03 09:44:49,421,0.8833,0.8000,0.9867,0.9208
2026-05-03 09:45:40,422,0.9417,0.9000,0.9900,0.9503
2026-05-03 09:46:31,423,0.9417,0.9000,0.9967,0.9809
2026-05-03 09:47:24,424,0.9417,0.9000,0.9850,0.9526
2026-05-03 09:48:00,425,0.9417,0.9000,0.9917,0.9667
2026-05-03 09:48:20,426,0.9417,0.9000,0.9867,0.9414
2026-05-03 09:48:37,427,0.9417,0.9000,0.9883,0.9588
2026-05-03 09:48:54,428,0.9417,0.9000,0.9950,0.9769
2026-05-03 09:49:14,429,0.9417,0.9000,0.9933,0.9714
2026-05-03 09:49:33,430,0.8833,0.8000,0.9667,0.9077
2026-05-03 09:49:54,431,0.9417,0.9000,0.9967,0.9809
2026-05-03 09:50:11,432,0.8833,0.8000,0.9533,0.8912
2026-05-03 09:50:29,433,0.9417,0.9000,0.9950,0.9769
2026-05-03 09:50:51,434,1.0000,1.0000,1.0000,1.0000
2026-05-03 09:51:12,435,0.8833,0.8000,0.9233,0.8596
2026-05-03 09:51:29,436,0.9417,0.9000,0.9967,0.9809
2026-05-03 09:51:49,437,0.8250,0.7000,0.9667,0.8183
2026-05-03 09:52:04,438,0.8250,0.7000,0.9800,0.9102
2026-05-03 09:52:21,439,0.9417,0.9000,0.9950,0.9769
2026-05-03 09:52:45,440,0.8833,0.8000,0.9517,0.9088
2026-05-03 09:53:05,441,0.8833,0.8000,0.9400,0.8610
2026-05-03 09:53:22,442,0.8833,0.8000,0.9517,0.8629
2026-05-03 09:53:42,443,0.9417,0.9000,0.9733,0.9385
2026-05-03 09:54:00,444,0.9417,0.9000,0.9817,0.9476
2026-05-03 09:54:18,445,0.9417,0.9000,0.9783,0.9435
2026-05-03 09:54:35,446,0.8833,0.8000,0.9517,0.8608
2026-05-03 09:54:56,447,0.9417,0.9000,0.9983,0.9909
2026-05-03 09:55:14,448,0.8250,0.7000,0.9033,0.7953
2026-05-03 09:55:33,449,0.9417,0.9000,0.9933,0.9622
2026-05-03 09:55:53,450,0.8833,0.8000,0.9817,0.9344
2026-05-03 09:56:11,451,0.9417,0.9000,0.9883,0.9588
2026-05-03 09:56:27,452,0.9417,0.9000,0.9950,0.9733
2026-05-03 09:56:51,453,0.8833,0.8000,0.9750,0.8939
2026-05-03 09:57:08,454,1.0000,1.0000,1.0000,1.0000
2026-05-03 09:57:24,455,0.9417,0.9000,0.9617,0.9303
2026-05-03 09:57:43,456,0.9417,0.9000,0.9917,0.9667
2026-05-03 09:57:59,457,0.9417,0.9000,0.9950,0.9769
2026-05-03 09:58:14,458,0.9417,0.9000,0.9683,0.9345
2026-05-03 09:58:33,459,0.8833,0.8000,0.9883,0.9464
2026-05-03 09:58:51,460,0.9417,0.9000,0.9833,0.9426
2026-05-03 09:59:08,461,0.8833,0.8000,0.9767,0.9151
2026-05-03 09:59:25,462,0.9417,0.9000,0.9967,0.9833
2026-05-03 09:59:46,463,1.0000,1.0000,1.0000,1.0000
2026-05-03 10:00:06,464,0.9417,0.9000,0.9900,0.9625
2026-05-03 10:00:22,465,0.9417,0.9000,0.9800,0.9455
2026-05-03 10:00:38,466,0.8833,0.8000,0.9900,0.9519
2026-05-03 10:00:53,467,0.9417,0.9000,0.9817,0.9400
2026-05-03 10:01:10,468,0.9417,0.9000,0.9683,0.9049
2026-05-03 10:01:32,469,0.8833,0.8000,0.9517,0.8250
2026-05-03 10:01:55,470,0.8833,0.8000,0.9717,0.9076
2026-05-03 10:02:14,471,0.8833,0.8000,0.9800,0.9276
2026-05-03 10:02:28,472,0.9417,0.9000,0.9817,0.9476
2026-05-03 10:02:49,473,0.9417,0.9000,0.9883,0.9588
2026-05-03 10:03:09,474,0.9417,0.9000,0.9850,0.9526
2026-05-03 10:03:28,475,0.9417,0.9000,0.9950,0.9733
2026-05-03 10:03:48,476,0.8833,0.8000,0.9783,0.8671
2026-05-03 10:04:05,477,0.9417,0.9000,0.9650,0.9134
2026-05-03 10:04:23,478,0.9417,0.9000,0.9933,0.9714
2026-05-03 10:04:45,479,0.9417,0.9000,0.9967,0.9833
2026-05-03 10:05:03,480,0.8833,0.8000,0.9883,0.9464
2026-05-03 10:05:20,481,0.9417,0.9000,0.9817,0.9400
2026-05-03 10:05:41,482,0.9417,0.9000,0.9983,0.9909
2026-05-03 10:06:00,483,0.8250,0.7000,0.9717,0.8790
2026-05-03 10:06:19,484,0.8833,0.8000,0.9750,0.9143
2026-05-03 10:06:41,485,0.8833,0.8000,0.9350,0.8158
2026-05-03 10:07:01,486,0.8833,0.8000,0.9083,0.8527
2026-05-03 10:07:17,487,1.0000,1.0000,1.0000,1.0000
2026-05-03 10:07:38,488,0.9417,0.9000,0.9933,0.9573
2026-05-03 10:07:59,489,0.9417,0.9000,0.9717,0.9285
2026-05-03 10:08:17,490,0.9417,0.9000,0.9967,0.9809
2026-05-03 10:08:33,491,0.9417,0.9000,0.9917,0.9614
2026-05-03 10:08:57,492,0.9417,0.9000,0.9950,0.9769
2026-05-03 10:09:17,493,0.7667,0.6000,0.9417,0.7697
2026-05-03 10:09:34,494,1.0000,1.0000,1.0000,1.0000
2026-05-03 10:09:52,495,0.8250,0.7000,0.9417,0.7578
2026-05-03 10:10:14,496,1.0000,1.0000,1.0000,1.0000
2026-05-03 10:10:42,497,0.9417,0.9000,0.9983,0.9909
2026-05-03 10:11:34,498,0.8833,0.8000,0.9633,0.8962
2026-05-03 10:12:23,499,0.8833,0.8000,0.9733,0.9100
2026-05-03 10:13:24,500,0.8833,0.8000,0.9767,0.9273

SUMMARY,Mean,Std Dev
F1 Macro,0.9110,0.0573
F1 Binary,0.8474,0.0983
AUC,0.9762,0.0261
AUPRC,0.9217,0.0823
