Run;f1_score;roc_auc;auprc
251;0,952380952;0,996610169;0,980909091
252;0,666666667;0,972881356;0,831388889
253;0,625;0,977966102;0,819026252
254;0,666666667;0,993220339;0,965151515
255;0,740740741;0,949152542;0,653635531
256;0,714285714;0,96440678;0,757326007
257;0,588235294;0,962711864;0,721666667
258;0,588235294;0,937288136;0,592813714
259;0,740740741;0,971186441;0,782428127
260;0,64516129;0,96440678;0,78005328
261;0,666666667;0,949152542;0,621655844
262;0,588235294;0,913559322;0,544739011
263;0,909090909;0,984745763;0,848012266
264;0,769230769;0,957627119;0,739934232
265;0,833333333;0,96440678;0,762251082
266;0,588235294;0,937288136;0,560064935
267;0,909090909;0,983050847;0,881699134
268;0,833333333;0,981355932;0,859177767
269;0,740740741;0,976271186;0,82985237
270;0,666666667;0,966101695;0,775833333
271;0,8;0,950847458;0,668873626
272;0,740740741;0,96440678;0,736695527
273;0,714285714;0,984745763;0,914026252
274;0,588235294;0,947457627;0,672142857
275;0,666666667;0,949152542;0,669350649
276;0,833333333;0,959322034;0,703917749
277;0,689655172;0,979661017;0,889920635
278;0,540540541;0,971186441;0,782428127
279;0,606060606;0,954237288;0,688441558
280;0,689655172;0,940677966;0,648681319
281;0,555555556;0,954237288;0,685724276
282;0,769230769;0,966101695;0,766402486
283;0,689655172;0,972881356;0,815761461
284;0,606060606;0,937288136;0,625004848
285;0,740740741;0,971186441;0,785364635
286;0,689655172;0,957627119;0,71005328
287;0,5;0,957627119;0,722380952
288;0,512820513;0,972881356;0,882727273
289;0,8;0,983050847;0,897929293
290;0,740740741;0,977966102;0,836262626
291;0,769230769;0,966101695;0,749412254
292;0,666666667;0,942372881;0,636731602
293;0,625;0,962711864;0,750291375
294;0,714285714;0,976271186;0,841095849
295;0,540540541;0,947457627;0,617088745
296;0,606060606;0,93559322;0,5521337
297;0,64516129;0,977966102;0,843470696
298;0,666666667;0,954237288;0,720129038
299;0,625;0,923728814;0,525378788
300;0,769230769;0,983050847;0,867359585
301;0,666666667;0,950847458;0,629057609
302;0,740740741;0,947457627;0,603635531
303;0,769230769;0,96779661;0,749462759
304;0,740740741;0,957627119;0,689325397
305;0,588235294;0,938983051;0,618825619
306;0,588235294;0,937288136;0,621824972
307;0,740740741;0,974576271;0,862722833
308;0,689655172;0,944067797;0,658239538
309;0,833333333;0,96440678;0,725523366
310;0,588235294;0,930508475;0,558488032
311;0,625;0,949152542;0,685405844
312;0,625;0,93559322;0,571686084
313;0,666666667;0,949152542;0,667271895
314;0,555555556;0,942372881;0,663739177
315;0,740740741;0,966101695;0,763386613
316;0,869565217;0,984745763;0,890588023
317;0,555555556;0,96440678;0,758624709
318;0,64516129;0,949152542;0,735908209
319;0,714285714;0,93559322;0,572922078
320;0,833333333;0,977966102;0,813643579
321;0,666666667;0,949152542;0,62534632
322;0,606060606;0,969491525;0,788441558
323;0,588235294;0,949152542;0,684231602
324;0,606060606;0,944067797;0,661373896
325;0,833333333;0,984745763;0,890588023
326;0,555555556;0,947457627;0,667564935
327;0,555555556;0,96779661;0,739614275
328;0,740740741;0,962711864;0,701481851
329;0,588235294;0,947457627;0,657564935
330;0,625;0,947457627;0,650605228
331;0,769230769;0,983050847;0,865588023
332;0,714285714;0,945762712;0,658919414
333;0,64516129;0,957627119;0,729274892
334;0,740740741;0,979661017;0,852359585
335;0,714285714;0,96440678;0,736695527
336;0,666666667;0,952542373;0,676795704
337;0,8;0,974576271;0,80041514
338;0,606060606;0,949152542;0,711419414
339;0,606060606;0,942372881;0,645634496
340;0,833333333;0,974576271;0,802864635
341;0,689655172;0,938983051;0,618825619
342;0,606060606;0,962711864;0,761825397
343;0,666666667;0,947457627;0,613184593
344;0,625;0,928813559;0,541691919
345;0,666666667;0,950847458;0,629512987
346;0,689655172;0,954237288;0,701017316
347;0,666666667;0,983050847;0,905137363
348;0,588235294;0,923728814;0,529913551
349;0,625;0,96440678;0,734412254
350;0,666666667;0,937288136;0,620845821
351;0,769230769;0,986440678;0,928311966
352;0,769230769;0,972881356;0,84465035
353;0,588235294;0,971186441;0,805634921
354;0,769230769;0,983050847;0,924786325
355;0,666666667;0,966101695;0,801825397
356;0,625;0,96779661;0,806283439
357;0,540540541;0,915254237;0,507898441
358;0,833333333;0,979661017;0,878748474
359;0,666666667;0,969491525;0,764462759
360;0,714285714;0,984745763;0,914026252
361;0,8;0,959322034;0,717087912
362;0,689655172;0,961016949;0,748148518
363;0,714285714;0,977966102;0,819026252
364;0,714285714;0,96440678;0,754497724
365;0,857142857;0,971186441;0,762691198
366;0,689655172;0,96440678;0,745926296
367;0,689655172;0,962711864;0,675523366
368;0,465116279;0,893220339;0,452826019
369;0,666666667;0,954237288;0,702434232
370;0,64516129;0,954237288;0,679696137
371;0,606060606;0,96440678;0,763278388
372;0,689655172;0,957627119;0,661825397
373;0,571428571;0,947457627;0,67530303
374;0,689655172;0,96440678;0,682796093
375;0,689655172;0,955932203;0,648148518
376;0,606060606;0,949152542;0,636017316
377;0,769230769;0,971186441;0,789151404
378;0,833333333;0,959322034;0,720886613
379;0,625;0,950847458;0,690467033
380;0,714285714;0,979661017;0,884700855
381;0,625;0,940677966;0,589112554
382;0,714285714;0,977966102;0,773365801
383;0,588235294;0,93220339;0,583539788
384;0,606060606;0,959322034;0,730724276
385;0,64516129;0,927118644;0,529137243
386;0,8;0,991525424;0,943012266
387;0,64516129;0,915254237;0,508249112
388;0,571428571;0,938983051;0,622265279
389;0,714285714;0,961016949;0,723148518
390;0,689655172;0,969491525;0,778437118
391;0,666666667;0,954237288;0,714350649
392;0,666666667;0,940677966;0,629112554
393;0,714285714;0,971186441;0,811770452
394;0,909090909;0,972881356;0,777691198
395;0,689655172;0,961016949;0,709412254
396;0,740740741;0,942372881;0,6371337
397;0,625;0,949152542;0,662093593
398;0,64516129;0,961016949;0,723148518
399;0,8;0,952542373;0,719350649
400;0,666666667;0,957627119;0,730586081
401;0,666666667;0,961016949;0,755941558
402;0,714285714;0,976271186;0,860761461
403;0,666666667;0,96440678;0,766111111
404;0,588235294;0,969491525;0,827063492
405;0,740740741;0,977966102;0,843470696
406;0,714285714;0,938983051;0,641671515
407;0,606060606;0,966101695;0,768040293
408;0,833333333;0,971186441;0,803856699
409;0,769230769;0,977966102;0,879206349
410;0,571428571;0,918644068;0,527580981
411;0,714285714;0,947457627;0,667564935
412;0,625;0,966101695;0,763386613
413;0,625;0,947457627;0,609989177
414;0,740740741;0,954237288;0,702434232
415;0,689655172;0,979661017;0,852359585
416;0,769230769;0,957627119;0,713441558
417;0,625;0,955932203;0,703373016
418;0,555555556;0,949152542;0,629989177
419;0,588235294;0,96779661;0,802672328
420;0,625;0,93220339;0,565109286
421;0,625;0,976271186;0,82985237
422;0,64516129;0,928813559;0,595705398
423;0,740740741;0,940677966;0,598270063
424;0,64516129;0,961016949;0,74534632
425;0,666666667;0,974576271;0,823034188
426;0,8;0,984745763;0,890588023
427;0,588235294;0,984745763;0,890588023
428;0,833333333;0,981355932;0,877359585
429;0,833333333;0,974576271;0,802864635
430;0,588235294;0,955932203;0,716363212
431;0,540540541;0,937288136;0,563055131
432;0,769230769;0,93559322;0,55966811
433;0,769230769;0,984745763;0,908643579
434;0,740740741;0,962711864;0,717745588
435;0,625;0,945762712;0,645822511
436;0,769230769;0,996610169;0,980909091
437;0,714285714;0,972881356;0,75041514
438;0,689655172;0,981355932;0,877359585
439;0,8;0,984745763;0,873769841
440;0,8;0,984745763;0,914026252
441;0,625;0,947457627;0,649989177
442;0,666666667;0,959322034;0,745227273
443;0,689655172;0,93559322;0,564658952
444;0,666666667;0,962711864;0,701481851
445;0,64516129;0,966101695;0,801481851
446;0,588235294;0,949152542;0,66470696
447;0,64516129;0,947457627;0,672752101
448;0,64516129;0,950847458;0,689231602
449;0,64516129;0,938983051;0,6226443
450;0,740740741;0,937288136;0,634111991
451;0,869565217;0,977966102;0,819026252
452;0,714285714;0,981355932;0,877359585
453;0,666666667;0,976271186;0,884945055
454;0,714285714;0,950847458;0,687555778
455;0,769230769;0,937288136;0,576300366
456;0,8;0,984745763;0,914026252
457;0,526315789;0,947457627;0,628585434
458;0,64516129;0,957627119;0,701719947
459;0,571428571;0,96440678;0,748437118
460;0,714285714;0,961016949;0,676078921
461;0,714285714;0,966101695;0,784815185
462;0,689655172;0,952542373;0,693919414
463;0,833333333;0,986440678;0,910588023
464;0,714285714;0,954237288;0,658462371
465;0,512820513;0,947457627;0,625898268
466;0,571428571;0,913559322;0,496697461
467;0,606060606;0,961016949;0,680926296
